Series Name	Series Code	Country Name	Country Code	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Ecuador	ECU	29.4	..	..	..	..	33.1	39.6	..	..	25.4	26	21.1	17.3	17	15.9	15.5	13.3	11.3	10.5	9.5	8.2	8.9	8.7	8.2	8.7
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Egypt, Arab Rep.	EGY	..	33	..	..	..	24.5	..	..	..	..	29.9	..	..	..	29	..	23.5	..	21.1	..	..	19.9	..	26.2	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	El Salvador	SLV	..	23.4	24.6	..	28.2	25.2	20.8	22.1	22.4	23.4	20	19.7	16.8	14.2	17.2	16.9	16	15.2	13.8	12.2	11.9	10.3	10.4	9	8.1
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Equatorial Guinea	GNQ	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Eritrea	ERI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Estonia	EST	..	..	..	..	..	..	..	..	..	4.7	2.8	1.8	1.3	0.9	0.8	1	1.5	1.5	1.3	1.5	1.3	0.8	0.7	0.5	0.4
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Eswatini	SWZ	78.5	..	..	..	..	..	54.2	..	..	..	..	..	..	..	..	50.2	..	..	..	..	..	..	39.9	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Ethiopia	ETH	..	67.8	..	..	..	63.9	..	..	..	..	55.6	..	..	..	..	..	53.4	..	..	..	..	49.6	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Fiji	FJI	..	..	..	..	..	..	..	..	13.7	..	..	..	..	..	11.1	..	..	..	..	9.5	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Finland	FIN	..	0	..	..	..	..	0	..	..	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	France	FRA	0.1	..	..	..	..	..	0.1	..	..	0.2	0.1	0.1	0.1	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.2	0.1	0	0.1
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Gabon	GAB	..	..	..	..	..	..	..	..	..	..	..	22.2	..	..	..	..	..	..	..	..	..	..	..	10.8	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Gambia, The	GMB	..	..	..	..	70	..	..	..	..	53.8	..	..	..	..	..	..	41.3	..	..	..	..	30.5	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Georgia	GEO	..	..	14.8	29.5	28.6	33.5	35.2	36.5	25.5	25.6	23.9	25.3	25.7	27	24.5	24.6	25.8	24.5	21.7	18.6	16.3	15.3	14.9	15.3	14.8
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Germany	DEU	0.3	0.3	..	..	0.1	..	0.1	0.1	0.1	0.2	0.1	0.1	0	0	0.2	0.1	0.1	0	0.1	0	0.1	0.1	0.2	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Ghana	GHA	..	..	..	..	47	..	..	..	..	..	..	37.9	..	..	..	..	..	..	25.2	..	..	..	24.4	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Greece	GRC	..	2.2	..	..	..	..	0.9	..	..	0.7	0.9	0.6	0.8	0.8	0.5	0.7	1.3	2	2.7	2.5	2.9	2.8	2.1	1.6	0.6
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Guatemala	GTM	..	..	..	..	23.3	..	19.1	..	..	..	..	..	19.9	..	..	..	..	..	..	..	20.5	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Guinea	GIN	56.7	..	..	..	..	..	..	..	65.4	..	..	..	..	62.1	..	..	..	..	52.1	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Guinea-Bissau	GNB	..	..	..	..	..	..	..	..	62.5	..	..	..	..	..	..	..	67.5	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Guyana	GUY	..	..	..	..	22	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Haiti	HTI	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	39.4	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Honduras	HND	37.6	38.6	41.2	32.7	35.7	36.4	..	29.4	32.9	36.8	35.9	34.8	30.6	26.7	25.3	22.6	24.4	26.6	29.7	27.6	25.7	25.7	24.6	24.2	24.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Hungary	HUN	..	..	..	..	..	..	..	..	..	..	0.6	1.4	0.4	0.4	0.3	0.3	0.4	0.5	1	0.9	1.2	1.1	1.5	1.2	0.6
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Iceland	ISL	..	..	..	..	..	..	..	..	..	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.2	0.1	0.1	0	0	0	0	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	India	IND	..	..	..	..	..	..	..	..	..	..	54.1	..	..	..	..	50.5	..	44.4	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Indonesia	IDN	..	..	55.6	..	65.2	54.4	53.9	52	43.8	42.8	43.3	41.6	45	40.5	39.9	38.1	34	31.8	30.8	28.9	27.1	25	23	21	19.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Iran, Islamic Rep.	IRN	12.8	..	..	..	12.2	..	..	..	..	..	..	4.5	4.6	..	..	4.6	..	..	..	2.5	3.6	3.6	3.7	3.5	3.8
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Iraq	IRQ	..	..	..	..	..	..	..	..	..	..	..	..	17.2	..	..	..	..	..	15.8	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Ireland	IRL	0.4	0.4	0.2	..	..	..	0.2	..	0.3	0.2	0.1	0.1	0.3	0.1	0.3	0.6	0.7	0.7	0.5	0.8	0.5	0.4	0.3	0.3	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Israel	ISR	..	..	..	0.9	..	..	..	0.6	..	..	..	1.6	..	1.3	..	..	1.1	..	1.3	..	1	..	0.8	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Italy	ITA	..	1.2	..	..	2.2	..	1.7	..	..	1	0.9	0.9	0.9	0.9	0.9	1.1	1.5	1.4	1.6	1.8	1.6	2.3	2	1.8	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Jamaica	JAM	..	..	14.5	..	..	10	..	..	11.2	..	9.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Japan	JPN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.7	..	0.2	..	..	0.7	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Jordan	JOR	..	..	..	14	..	..	..	..	10	..	..	..	5.8	..	5	..	3.6	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Kazakhstan	KAZ	..	..	19.8	..	..	..	..	24.9	22	18.7	15.1	18.8	7.3	4.3	3.6	3.9	2.8	1.2	1.1	0.7	0.7	0.9	1.6	1	0.7
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Kenya	KEN	46.4	..	..	45.4	..	..	..	..	..	..	..	53.3	..	..	..	..	..	..	..	..	..	49.4	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Kiribati	KIR	..	..	..	..	..	..	..	..	..	..	..	..	29.1	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Korea, Rep.	KOR	..	..	..	..	..	..	..	..	..	..	..	..	0.5	..	0.5	..	0.6	..	0.5	..	0.4	..	0.3	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Kosovo	XKX	..	..	..	..	..	..	..	..	..	18.9	..	19.6	19.4	..	..	15.5	15.6	12.6	8.2	6.1	7.2	5.7	5.6	5.6	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Kyrgyz Republic	KGZ	..	..	..	..	..	..	52.4	49.7	48.7	46.2	31.7	35.2	27	26.3	19.6	17.7	19.6	18.2	19.2	21.1	17.7	19.8	17.6	17.6	15.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Lao PDR	LAO	..	..	..	59.3	..	..	..	..	50.5	..	..	..	..	46.1	..	..	..	..	35.8	..	..	..	..	..	29.9
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Latvia	LVA	..	..	..	..	..	..	..	..	..	..	5.4	5	2.7	1.6	2.2	3.6	3.6	2.9	2.6	2.4	1.9	1.5	1.3	1.3	0.9
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Lebanon	LBN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.2	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Lesotho	LSO	53.9	..	..	..	..	..	..	..	65	..	..	..	..	..	..	..	..	..	..	..	..	..	..	38.6	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Liberia	LBR	..	..	..	..	..	..	..	..	..	..	..	..	..	70.1	..	..	..	..	..	..	55.8	..	55.9	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Lithuania	LTU	..	..	..	..	..	..	..	..	..	..	6.8	4.4	2.6	1.9	2.1	3.8	3.1	1.7	2	1.8	2.2	1.5	1.9	1.7	1.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Luxembourg	LUX	0	..	..	0	..	..	0	..	..	0.1	0	0.1	0	0	0	0.1	0	0.1	0.1	0.1	0.2	0.3	0.1	0.3	0.3
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Madagascar	MDG	..	..	..	67.5	..	66.4	..	68	..	..	..	69.3	..	..	..	..	73.2	..	74.2	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Malawi	MWI	..	..	..	63.8	..	..	..	..	..	..	69.8	..	..	..	..	..	69.9	..	..	..	..	..	68.4	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Malaysia	MYS	..	10	..	6.6	..	..	..	..	..	6.9	..	..	4.7	..	4.8	..	..	2	..	0.8	..	0.6	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Maldives	MDV	..	..	..	..	..	..	..	..	19.6	..	..	..	..	..	..	15.1	..	..	..	..	..	..	0.6	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Mali	MLI	79.7	..	..	..	..	..	..	62.5	..	..	..	..	58.6	..	..	58.7	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Malta	MLT	..	..	..	..	..	..	..	..	..	..	..	..	0.5	0.5	0.2	0.5	0.2	0.3	0.2	0.1	0	0.1	0.1	0.2	0.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Mauritania	MRT	..	38.2	..	..	..	..	36.4	..	..	..	36.3	..	..	..	27.5	..	..	..	..	..	21.6	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Mauritius	MUS	..	..	..	..	..	..	..	..	..	..	..	..	5.1	..	..	..	..	..	4.3	..	..	..	..	2.9	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Mexico	MEX	17.2	..	29.2	..	23	..	18.3	..	16.2	..	14.2	14.4	11.9	..	12.8	..	12	..	11.3	..	11.4	..	8.1	..	6.9
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Micronesia, Fed. Sts.	FSM	..	..	..	..	..	..	..	..	..	..	..	20.7	..	..	..	..	..	..	..	31.6	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Moldova	MDA	..	..	..	33.8	43.3	51	50.5	44.3	34.1	26.4	27	32.1	12.6	8.9	9.4	8.8	7.2	5.9	5.3	3.9	3.4	2.9	2.9	2.9	2.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Mongolia	MNG	..	29.3	..	..	45	..	..	..	27.2	..	..	..	..	12.1	..	..	10.7	8.5	5.8	..	4.3	..	7.8	..	6.8
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Montenegro	MNE	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9.2	7.4	7.3	6.8	5.9	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Morocco	MAR	..	..	..	..	22.6	..	22.6	..	..	..	..	..	15.7	..	..	..	..	..	..	8.4	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Mozambique	MOZ	..	..	77.3	..	..	..	..	..	74.5	..	..	..	..	..	69.4	..	..	..	..	..	64.4	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Myanmar	MMR	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	22.5	..	16.2	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Namibia	NAM	..	..	..	..	..	..	..	..	..	42.5	..	..	..	..	..	36.1	..	..	..	..	..	24.3	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Nepal	NPL	..	66.3	..	..	..	..	..	..	..	57.3	..	..	..	..	..	..	38.5	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Netherlands	NLD	..	..	..	..	..	0.3	..	..	..	..	0.4	0.2	0.1	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.2	0.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Nicaragua	NIC	..	..	..	..	36.9	..	..	30.1	..	..	..	22.3	..	..	..	19.7	..	..	..	..	12.3	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Niger	NER	76.6	..	..	..	..	..	..	..	..	..	..	72	..	69.4	..	..	..	59.7	..	..	56.2	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Nigeria	NGA	..	..	66.2	..	..	..	..	..	..	62.1	..	..	..	..	..	61.2	..	..	..	..	..	..	..	..	52.8
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	North Macedonia	MKD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16.4	16.1	14.3	12.9	11.3	9.7	9.4	8.7	8	6.7
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Norway	NOR	..	0.4	..	..	..	..	0.3	..	..	0.2	0.3	0.3	0.2	0.2	0.2	0.1	0.1	0.1	0.2	0.2	0.1	0.2	0.3	0.3	0.3
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Pakistan	PAK	..	..	45.8	..	47.9	..	..	51.7	..	..	44.3	43.8	..	41.3	..	..	36.4	35.5	..	32.1	..	29.1	..	..	29.4
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Palau	PLW	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Panama	PAN	..	22.2	..	20.9	21.1	19.2	17.8	21.2	17.8	17.2	16.3	15.7	16.2	13.6	9.8	8.6	9	7.3	8	7	7.1	5.9	5.8	5.5	4.7
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Papua New Guinea	PNG	..	..	57	..	..	..	..	..	..	..	..	..	..	..	..	50.2	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Paraguay	PRY	..	19	..	16.4	..	16.3	..	15.4	21.4	16.3	14.1	13	15.9	14	11.6	12.1	11.3	10.7	8.4	6.2	6.6	6.4	6.3	5.1	5.1
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Peru	PER	..	..	..	26.1	25.7	26.2	25.5	27	24.4	22.7	23.3	25	22	18.9	16.3	14.7	12.6	11.7	10.7	10.1	9.5	9.2	9.1	9	7.9
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Philippines	PHL	..	..	..	..	..	..	29.2	..	..	28.3	..	..	29.3	..	..	26.6	..	..	26	..	..	21.3	..	..	16
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Poland	POL	..	..	..	..	..	..	..	..	..	..	4.5	2.7	1.9	1.2	0.8	0.9	0.9	0.9	0.8	0.9	0.9	0.8	0.6	0.5	0.4
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Portugal	PRT	..	..	..	..	..	..	..	..	..	1.4	0.9	1	0.5	0.6	0.7	0.5	0.5	0.9	1.5	1.6	1.3	1.1	0.8	0.7	0.6
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Romania	ROU	..	..	..	..	..	..	..	..	..	..	..	..	14.4	11.2	8.6	7.9	9	10.5	10.9	11.7	11.1	9.6	7	5.6	4.5
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Russian Federation	RUS	..	..	11.6	7.9	10.2	15.5	12.7	9.5	7.5	7.2	6.3	5.2	4	2.7	1.6	1.5	1.2	1	0.9	0.8	0.7	0.8	0.8	0.8	0.7
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Rwanda	RWA	..	..	..	..	..	..	72.9	..	..	..	..	67.6	..	..	..	..	64.3	..	..	61.5	..	..	60.4	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Samoa	WSM	..	..	..	..	..	..	..	..	11.6	..	..	..	..	..	10.7	..	..	..	..	9.8	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Sao Tome and Principe	STP	..	..	..	..	..	..	48.6	..	..	..	..	..	..	..	..	..	51.9	..	..	..	..	..	..	49.3	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Senegal	SEN	62.5	..	..	..	..	..	..	57.2	..	..	..	51	..	..	..	..	..	51	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Serbia	SRB	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9.3	10.6	11.5	10.8	10.2	8.6	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Seychelles	SYC	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	2.6	..	..	..	..	1.5
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Sierra Leone	SLE	..	..	..	..	..	..	..	..	..	69.8	..	..	..	..	..	..	..	60.7	..	..	..	..	..	..	54.8
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Slovak Republic	SVK	..	..	..	..	..	..	..	..	..	..	1.1	0.8	0.7	0.8	0.8	0.9	0.9	0.7	0.9	1	1.4	1	1.8	..	0.9
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Slovenia	SVN	..	..	..	..	..	..	..	..	..	..	0.1	0.2	0.1	0.1	0	0	0	0	0.1	0.1	0	0	0	0	0
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Solomon Islands	SLB	..	..	..	..	..	..	..	..	..	..	..	55.6	..	..	..	..	..	..	43.1	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	South Africa	ZAF	..	..	43	..	..	..	41.3	..	..	..	..	36.9	..	..	28.3	..	27.5	..	..	..	29	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	South Sudan	SSD	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	53	..	..	..	..	..	..	74.2	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Spain	ESP	..	1.8	..	..	..	..	0.7	..	..	1.1	1.2	1.1	1.1	0.7	0.8	1.1	1.1	1.6	1.4	1.6	1.4	1.5	1.6	1.1	1.2
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Sri Lanka	LKA	..	32.8	..	..	..	..	..	..	29.5	..	..	..	22.5	..	..	19.3	..	..	16.5	..	..	..	12.3	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	St. Lucia	LCA	..	47.8	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	9.2	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Sudan	SDN	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	33.5	..	..	..	..	34.3	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Suriname	SUR	..	..	..	..	..	29.2	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Sweden	SWE	..	0.5	..	..	..	..	0.1	..	..	0.5	0.5	1.1	0.4	0.5	0.7	0.6	0.7	0.7	0.5	0.7	0.6	0.6	0.4	0.3	0.8
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Switzerland	CHE	..	..	..	..	..	..	0.1	..	0	..	..	..	0.1	0.1	0.1	0.1	0.1	0	0	0	0.1	0	0	0	0
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Syrian Arab Republic	SYR	..	..	17	..	..	..	..	..	..	11.5	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Tajikistan	TJK	..	..	..	..	..	61.2	..	..	..	46.5	35	..	..	27.7	..	20.4	..	..	..	..	..	17.1	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Tanzania	TZA	..	..	..	..	..	..	78.9	..	..	..	..	..	..	63.6	..	..	..	58	..	..	..	..	..	57	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Thailand	THA	17.7	..	14.6	..	14.1	16.5	16.8	..	12.4	..	9.8	..	7.4	6.2	5.4	4.6	4	2.7	2.8	2.2	2	1.2	1.4	1.3	1.5
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Timor-Leste	TLS	..	..	..	..	..	..	..	51.9	..	..	..	..	..	54.8	..	..	..	..	..	..	46.6	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Togo	TGO	..	..	..	..	..	..	..	..	..	..	..	..	60	..	..	..	..	59.3	..	..	..	57.1	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Tonga	TON	..	..	..	..	..	..	8.9	..	..	..	..	..	..	..	..	9.2	..	..	..	..	..	8	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Trinidad and Tobago	TTO	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Tunisia	TUN	..	25.8	..	..	..	..	19.3	..	..	..	..	14.1	..	..	..	..	9.3	..	..	..	..	4.2	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Turkey	TUR	13.1	..	..	..	..	..	..	..	11.3	13.1	9.1	8.5	7.2	6.1	5.1	4.7	4.6	3.8	3.4	3	2.7	2.9	2.3	2.1	1.9
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Turkmenistan	TKM	..	..	..	..	57.1	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Tuvalu	TUV	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	16.1	..	..	..	..	..	..	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Uganda	UGA	..	..	65.4	..	..	67.3	..	..	65.6	..	..	61	..	..	..	54.8	..	..	49.6	..	..	..	51.8	..	..
Poverty gap at $5.50 a day (2011 PPP) (% of population)	SI.POV.UMIC.GP	Ukraine	UKR	..	16.9	19.3	..	..	..	..	..	12.4	8.7	6.5	3.7	2.8	2.4	1.2	1.4	0.8	0.7	0.5	0.4	0.4	1.1	1	0.7	0.6
